2240.6814,1662.8586,0.0000
2241.9915,1652.9449,0.0000
2243.1324,1643.0103,0.0000
2244.1038,1633.0577,0.0000
2244.9054,1623.0900,0.0000
2245.5371,1613.1101,0.0000
2245.9985,1603.1209,0.0000
2246.2896,1593.1252,0.0000
2246.4103,1583.1261,0.0000
2246.3606,1573.1263,0.0000
2246.1404,1563.1289,0.0000
2245.7499,1553.1366,0.0000
2247.1387,1540.3170,0.0000
2251.3531,1531.2849,0.0000
2257.9120,1523.7801,0.0000
2266.2984,1518.3941,0.0000
2275.8514,1515.5514,0.0000
2285.8180,1515.4759,0.0000
2295.4130,1518.1737,0.0000
2303.8799,1523.4321,0.0000
2310.5517,1530.8367,0.0000
2314.9024,1539.8040,0.0000
2316.5892,1549.6272,0.0000
2316.3821,1559.6245,0.0000
2316.2857,1569.6239,0.0000
2316.3280,1579.6238,0.0000
2316.5088,1589.6221,0.0000
2316.8281,1599.6169,0.0000
2317.2860,1609.6063,0.0000
2317.8822,1619.5884,0.0000
2318.6167,1629.5613,0.0000
2319.4893,1639.5231,0.0000
2320.4999,1649.4718,0.0000
2321.6482,1659.4056,0.0000
2322.9341,1669.3225,0.0000
2324.3574,1679.2206,0.0000
2325.9176,1689.0981,0.0000
2326.4872,1699.0396,0.0000
2325.7490,1709.0103,0.0000
2324.3278,1718.9068,0.0000
2322.2303,1728.6824,0.0000
2319.7019,1738.3551,0.0000
2316.1996,1747.7098,0.0000
2311.4235,1756.4706,0.0000
2305.1194,1764.1995,0.0000
2297.0994,1770.1119,0.0000
2287.8588,1773.8514,0.0000
2278.0265,1774.7375,0.0000
2268.5661,1771.7330,0.0000
2260.3825,1766.0590,0.0000
2253.7509,1758.6075,0.0000
2248.4054,1750.1668,0.0000
2243.9758,1741.2064,0.0000
2240.2615,1731.9241,0.0000
2237.6865,1722.2747,0.0000
2236.1202,1712.4015,0.0000
2235.4383,1702.4281,0.0000
2235.7404,1692.4455,0.0000
2237.5554,1682.6118,0.0000
2239.2026,1672.7485,0.0000
2240.6814,1662.8586,0.0000
